person,factor_person,coin,factor_coin,succes
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,0
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
henrikG,5,2EUR,10,1
